,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5053,49439041,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34713,-6.2754,Private room,1570,3,0,,,66,364,0,
5054,49439070,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34844,-6.27342,Private room,1570,3,1,2021-08-06,0.04,66,0,0,
5055,49439089,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34853,-6.27344,Private room,1570,3,1,2021-08-22,0.05,66,364,0,
5056,49439187,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34842,-6.27479,Private room,1570,3,0,,,66,364,0,
5057,49439210,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34685,-6.27346,Private room,1570,3,0,,,66,364,0,
5058,49439219,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34815,-6.27522,Private room,1570,3,0,,,66,364,0,
5059,49439228,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34636,-6.2734,Private room,1570,3,1,2021-08-01,0.04,66,364,0,
5060,49439245,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34653,-6.27529,Private room,1570,3,1,2021-08-02,0.04,66,0,0,
5061,49439264,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34686,-6.27352,Private room,1570,3,0,,,66,364,0,
5062,49439284,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34663,-6.27396,Private room,1570,3,0,,,66,364,0,
5063,49439301,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34634,-6.27341,Private room,1570,3,0,,,66,364,0,
5064,49454436,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34668,-6.27524,Private room,1570,3,0,,,66,211,0,
5065,49456241,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34831,-6.27433,Private room,1570,3,2,2021-08-22,0.09,66,364,0,
5066,49456257,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34642,-6.27525,Private room,1570,3,0,,,66,364,0,
5067,49456270,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34659,-6.27346,Private room,1570,3,0,,,66,364,0,
5068,49456279,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34809,-6.27551,Private room,1570,3,1,2021-06-27,0.04,66,364,0,
5069,49456290,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34716,-6.27541,Private room,1570,3,0,,,66,364,0,
5070,49456302,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34629,-6.27374,Private room,1570,3,0,,,66,364,0,
5071,49456314,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34629,-6.27501,Private room,1570,3,2,2021-08-05,0.09,66,364,0,
5072,49475164,Condo in Dublin 1 · ★4.49 · 1 bedroom · 2 beds · 1 bath,381199883,Eddie,D01,Dublin City,53.3519,-6.26843,Entire home/apt,194,5,53,2023-05-08,2.16,4,0,23,
5073,49480472,Home in Blanchardstown · ★4.74 · 2 bedrooms · 2 beds · 2 baths,112817106,Elena,D15,Fingal,53.38483,-6.37133,Entire home/apt,255,2,68,2023-05-31,5.81,10,114,68,
5074,49493546,Home in Dublin 8 · ★4.88 · 3 bedrooms · 3 beds · 2.5 baths,399174618,Gari,D06,Dublin City,53.33061,-6.27102,Entire home/apt,571,3,97,2023-06-08,3.89,1,272,56,
5075,49515078,Serviced apartment in Dublin 8 · ★3.96 · 2 bedrooms · 2 beds · 1 bath,26224119,David,D08,Dublin City,53.3419,-6.27538,Entire home/apt,158,30,85,2023-06-05,3.35,3,86,45,
5076,49515839,Condo in Dublin · ★4.37 · 2 bedrooms · 3 beds · 1 bath,69683252,Niall And Gavin,D02,Dublin City,53.34527,-6.25532,Entire home/apt,314,4,41,2023-03-12,1.59,69,0,10,
5077,49526913,Guesthouse in Swords · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,53007169,Debbie,K67,Fingal,53.45334,-6.2232,Entire home/apt,174,2,41,2023-05-21,1.72,1,311,20,
5078,49581065,Rental unit in Dublin 6 · ★4.75 · 1 bedroom · 1 bed · 1 bath,12036741,Micheál,D06,Dublin City,53.3238,-6.27258,Entire home/apt,86,14,16,2023-05-22,0.76,16,222,11,
5079,49583478,Home in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,14491255,Eileen,A96,Dn Laoghaire-Rathdown,53.28536,-6.15455,Private room,55,2,11,2022-09-07,0.88,3,18,8,
5080,49590681,Cottage in Dublin 24 · ★4.84 · 2 bedrooms · 3 beds · 1.5 baths,400017432,Mary,D24,South Dublin,53.21985,-6.34394,Entire home/apt,170,3,57,2023-06-05,2.29,1,27,23,
5081,49607022,Home in Dalkey · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,616713,Fergus,A96,Dn Laoghaire-Rathdown,53.28169,-6.10456,Entire home/apt,260,14,16,2023-05-29,0.72,1,274,7,
5082,49608857,casa particular in Dublin 11 · 1 bedroom · 1 bath,22253338,Eoin,D11,Dublin City,53.38662,-6.28228,Entire home/apt,80,3,2,2021-06-09,0.08,1,0,0,
5083,49630748,Rental unit in Dublin 1 · ★4.82 · 2 bedrooms · 2 beds · 1 bath,22083707,Henrique,D01,Dublin City,53.34906,-6.244718,Entire home/apt,18,4,28,2022-09-25,1.14,1,7,5,
5084,49632123,Rental unit in Dublin · ★4.91 · 2 bedrooms · 2 beds · 2 baths,162402361,Ian,D18,Dn Laoghaire-Rathdown,53.27866,-6.20945,Entire home/apt,238,28,11,2023-05-21,0.48,37,324,6,
5085,49649859,Home in Dublin 3 · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,42474513,Daire,D03,Dublin City,53.36263,-6.21782,Private room,105,4,29,2023-05-29,1.35,3,332,21,
5086,49650834,Condo in Dublin 8 · ★4.0 · 2 bedrooms · 1 bath,69683252,Niall And Gavin,D08,Dublin City,53.344,-6.26848,Entire home/apt,257,14,7,2022-06-10,0.28,69,0,0,
5087,49670306,Home in Dublin 3 · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,42474513,Daire,D03,Dublin City,53.36313,-6.21723,Private room,82,5,13,2023-05-22,1.03,3,340,12,
5088,49683897,Townhouse in Swords · 3 bedrooms · 3 beds · 1.5 baths,4052922,Adrián,K67,Fingal,53.46,-6.23998,Entire home/apt,279,5,0,,,1,340,0,
5089,49687964,Home in Drimnagh · 1 bedroom · 1 bed · 1.5 shared baths,400749134,Ciara,D12,Dublin City,53.33453,-6.31562,Private room,25,1,0,,,1,0,0,
5090,49689236,Home in Dublin 3 · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,42474513,Daire,D03,Dublin City,53.3614,-6.21563,Private room,93,4,20,2023-05-24,0.95,3,344,15,
5091,49707122,Rental unit in Dublin · ★5.0 · 2 bedrooms · 3 beds · 2 baths,11674191,Shar,D04,Dublin City,53.31416,-6.22478,Entire home/apt,124,5,6,2022-01-22,0.24,1,0,0,
5092,49735516,Home in Dublin · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,176158137,Brid,D15,Fingal,53.38827,-6.40693,Private room,60,2,55,2023-06-04,2.51,2,146,34,
5093,49746355,Home in Terenure · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,13239371,Iliane,D06,Dublin City,53.31425476074219,-6.287014007568359,Private room,45,6,22,2023-03-22,0.9,1,0,5,
5094,49750555,Condo in Dublin · ★4.47 · 1 bedroom · 2 beds · 1 bath,127984226,Jonothan,D04,Dublin City,53.3274,-6.24174,Entire home/apt,198,14,15,2023-05-20,0.8,17,355,9,
5095,49772612,Rental unit in Dublin 2 · 1 bedroom · 1 bed · 1 bath,37643028,Carmel,D02,Dublin City,53.33854,-6.25056,Entire home/apt,140,7,0,,,1,0,0,
5096,49794067,Condo in Dublin · ★5.0 · 2 bedrooms · 3 beds · 1 bath,34737756,Mati,D04,Dublin City,53.33371,-6.24016,Entire home/apt,300,3,8,2022-08-09,0.34,1,0,5,
5097,49809165,Condo in Dublin · 1 bedroom · 1 bath,122178317,Helen,D16,Dn Laoghaire-Rathdown,53.26751,-6.26054,Entire home/apt,120,5,0,,,1,0,0,
5098,49821658,Condo in Mount Saint Annes · 1 bedroom · 1 bed · 1 bath,28712137,Susan,D06,Dublin City,53.31266,-6.25083,Entire home/apt,120,7,1,2021-08-03,0.04,1,0,0,
5099,49838070,Condo in Dublin · ★4.33 · 3 bedrooms · 4 beds · 2 baths,69683252,Niall And Gavin,D08,Dublin City,53.34566,-6.26091,Entire home/apt,414,3,54,2023-05-21,2.24,69,164,28,
5100,49856320,Cottage in Dublin 16 · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,465808,Paula,D16,Dn Laoghaire-Rathdown,53.27896,-6.24721,Private room,88,1,135,2023-06-04,5.79,3,339,77,
5101,49923880,Condo in Dublin 18 · 2 bedrooms · 2 beds · 2.5 baths,356800202,Andrew,D18,Dn Laoghaire-Rathdown,53.22796,-6.12462,Entire home/apt,150,5,0,,,14,328,0,
5102,49941954,Guest suite in Dublin 16 · Studio · 1 bed · 1 private bath,402536714,John,D16,Dn Laoghaire-Rathdown,53.26254,-6.25875,Private room,100,1,0,,,1,0,0,
5103,49957369,Condo in Monkstown · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,6717520,Rhoda,A96,Dn Laoghaire-Rathdown,53.28687,-6.1555,Private room,53,1,42,2023-05-21,2.17,2,7,27,
5104,49958946,Rental unit in Dublin · 1 bedroom · 1 bed · 2 shared baths,402865939,Ishu,D20,Dublin City,53.349365,-6.344089,Private room,18,6,0,,,1,0,0,
5105,49975275,Condo in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 bath,1907867,Beth,A96,Dn Laoghaire-Rathdown,53.29382,-6.13577,Entire home/apt,140,21,5,2022-08-06,0.23,1,42,2,
5106,49978965,Home in Skerries · ★4.88 · 3 bedrooms · 4 beds · 2 baths,11928428,Richie,K34,Fingal,53.58072,-6.10927,Entire home/apt,215,3,43,2023-06-01,1.89,1,238,30,
5107,49990050,Home in Swords · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,73281229,Katie,K67,Fingal,53.470924,-6.23584,Private room,55,2,3,2023-05-25,2.57,1,3,3,
5108,50000244,Rental unit in Phibsborough · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,366384011,Sandy,D01,Dublin City,53.359344,-6.262684,Private room,33,4,3,2021-08-24,0.13,7,0,0,
5109,50025636,Condo in Dublin · ★4.96 · Studio · 1 bed · 1 bath,8116979,Veasna,,Dublin City,53.33891,-6.25701,Entire home/apt,217,14,128,2023-05-20,5.22,5,127,69,
5110,50031150,Condo in Dublin 7 · ★4.94 · 1 bedroom · 1 bed · 1 private bath,50136633,Tomas,D07,Dublin City,53.34776,-6.27933,Private room,173,1,210,2023-06-07,8.59,2,4,96,
5111,50060347,Home in Dublin · ★4.64 · 3 bedrooms · 3 beds · 2 baths,127984226,Jonothan,A96,Dn Laoghaire-Rathdown,53.28777,-6.15101,Entire home/apt,220,30,11,2022-09-19,0.47,17,358,4,
5112,50110915,Home in Dublin 8 · 1 bedroom · 1 bed · 1 shared bath,244797828,Mertcan,D08,Dublin City,53.34838,-6.30845,Private room,70,1,1,2022-09-25,0.12,1,160,1,
5113,50121275,Townhouse in Dublin 6 · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,16065722,Ciaran,D06,Dublin City,53.31467,-6.27334,Entire home/apt,500,4,3,2022-09-15,0.13,1,231,2,
5114,50144342,Rental unit in Malahide · ★5.0 · 2 bedrooms · 3 beds · 1 bath,10059754,Bernie,K36,Fingal,53.45332,-6.15392,Entire home/apt,221,7,13,2023-02-18,0.54,1,132,2,
5115,50144740,Guest suite in Dublin 3 · Studio · 1 bed · 1 bath,14602788,Aine,D03,Dublin City,53.37064,-6.20165,Entire home/apt,70,2,1,2021-06-10,0.04,1,0,0,
5116,50151882,Home in Lucan · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1699853,Elizabeth,K78,South Dublin,53.3534,-6.45868,Private room,80,2,4,2023-06-04,2.86,2,29,4,
5117,50152568,Condo in Dublin 1 · ★4.42 · 1 bedroom · 1 bed · 1.5 baths,404485557,Renata,D01,Dublin City,53.34779,-6.26236,Entire home/apt,194,3,57,2023-05-16,2.33,5,0,16,
5118,50155251,Condo in Dublin 8 · ★4.86 · 1 bedroom · 1 bed · 1 private bath,385100178,Ailbhe,D08,Dublin City,53.34174,-6.31044,Private room,100,2,66,2023-06-08,2.88,2,60,32,
5119,50164216,Condo in Dublin · ★4.37 · 1 bedroom · 2 beds · 1 bath,404485557,Renata,D07,Dublin City,53.34741,-6.28098,Entire home/apt,194,5,60,2023-05-30,2.45,5,145,13,
5120,50176184,Home in Dublin · ★4.33 · 5 bedrooms · 5 beds · 2 baths,17631809,Michael,A96,Dn Laoghaire-Rathdown,53.252,-6.12124,Entire home/apt,650,4,6,2023-03-18,0.26,1,81,2,
5121,50210326,Bed and breakfast in Malahide · ★5.0 · 1 bedroom · 1 bed · 1 private bath,405260876,Mary,K36,Fingal,53.447842,-6.143473,Private room,103,1,67,2023-06-05,3.01,3,44,38,
5122,50215657,Condo in Blackrock · ★New · 2 bedrooms · 2 beds · 2 baths,68231173,Deirdre,A94,Dn Laoghaire-Rathdown,53.29718439024422,-6.1605185394976,Entire home/apt,300,2,2,2023-05-28,2.0,1,293,2,
5123,50226350,Rental unit in Dublin 1 · ★3.97 · 1 bedroom · 2 beds · 1 bath,284337887,Eibhlin,D01,Dublin City,53.34798,-6.26208,Entire home/apt,175,1,74,2023-06-04,3.26,1,192,56,
5124,50228505,Home in Blackrock · ★4.80 · 4 bedrooms · 3 beds · 2.5 baths,17212842,Eimear,A94,Dn Laoghaire-Rathdown,53.29976,-6.192,Entire home/apt,490,6,5,2022-08-07,0.22,1,4,3,
5125,50254439,Bed and breakfast in Malahide · ★4.93 · 1 bedroom · 2 beds · 1 shared bath,405260876,Mary,K36,Fingal,53.447842,-6.143473,Private room,103,1,61,2023-06-06,2.7,3,206,44,
5126,50255079,Home in Malahide · ★4.98 · 2 bedrooms · 3 beds · 1 shared bath,405260876,Mary,K36,Fingal,53.447842,-6.143473,Private room,206,1,64,2023-05-27,2.84,3,20,46,
5127,50264642,Rental unit in Dublin · ★4.40 · 1 bedroom · 2 beds · 1 bath,331327228,Sweet Inn,D04,Dublin City,53.34104,-6.23749,Entire home/apt,203,2,10,2022-10-29,0.48,2,92,5,
5128,50268059,Rental unit in Dublin 9 · ★4.61 · 1 bedroom · 1 bed · 1 bath,211091139,Alan,D01,Dublin City,53.36135,-6.2589,Entire home/apt,52,15,18,2023-05-29,0.78,4,70,7,
5129,50277209,Rental unit in Phibsborough · 1 bedroom · 1 bed · 1 shared bath,366384011,Sandy,D07,Dublin City,53.36037,-6.26385,Private room,35,5,0,,,7,0,0,
5130,50279206,Condo in Dublin 8 · ★4.88 · 1 bedroom · 2 beds · 1 bath,385100178,Ailbhe,D08,Dublin City,53.34282,-6.31472,Entire home/apt,250,2,25,2023-04-02,1.06,2,6,10,
5131,50285124,Home in Waterville · Studio · 1 bed · 1 shared bath,284763383,William,D15,Fingal,53.39282,-6.37304,Private room,55,1,1,2021-08-22,0.05,1,0,0,
5132,50310093,Home in Phibsborough · ★4.50 · 3 bedrooms · 4 beds · 1.5 baths,29311786,Sophie,D09,Dublin City,53.36462,-6.27345,Entire home/apt,300,5,4,2023-06-05,0.17,1,7,2,
5133,50319547,Rental unit in Dublin 7 · ★4.50 · 1 bedroom · 1.5 baths,228862428,Swuite,D07,Dublin City,53.35096,-6.28002,Private room,85,1,24,2022-08-28,0.99,3,0,13,
5134,50321372,Home in Dublin 6 · ★4.87 · 2 bedrooms · 2 beds · 2 baths,406354906,Daniel,D06,Dublin City,53.32886,-6.25482,Entire home/apt,343,4,23,2022-10-01,0.98,1,63,11,
5135,50335586,Condo in Dublin · ★4.53 · 2 bedrooms · 3 beds · 2 baths,69683252,Niall And Gavin,D08,Dublin City,53.34681,-6.25941,Entire home/apt,283,4,86,2023-05-15,3.54,69,261,45,
5136,50370957,Condo in Dublin · ★4.50 · 2 bedrooms · 2 beds · 3 baths,58827929,Rawan,D02,Dublin City,53.345257,-6.238762,Entire home/apt,454,2,14,2022-08-08,0.59,1,25,4,
5137,50372714,Home in Swords · 1 bedroom · 1 bed · 1 shared bath,37229103,Laura,K67,Fingal,53.4649,-6.22479,Private room,55,1,1,2021-09-12,0.05,1,0,0,
5138,50385818,Condo in Balbriggan · ★4.33 · 1 bedroom · 1 bed · 1 bath,221435891,Niall,K32,Fingal,53.61472,-6.20428,Entire home/apt,95,1,3,2021-08-20,0.13,1,0,0,
5139,50389068,Bed and breakfast in Dublin · ★4.84 · 1 bedroom · 2 beds · 2 shared baths,91628915,Carmel,D15,Fingal,53.38902,-6.40966,Private room,60,2,31,2022-08-17,1.32,2,75,6,
5140,50392307,Home in Dublin · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,22297673,Andy,D13,Fingal,53.37975,-6.06754,Entire home/apt,793,6,9,2023-04-17,0.4,1,188,6,
5141,50409788,Home in Dublin 16 · ★4.20 · 3 bedrooms · 4 beds · 3 baths,13073230,Conor,D16,Dn Laoghaire-Rathdown,53.27943,-6.25543,Entire home/apt,150,3,5,2021-09-29,0.23,1,0,0,
5142,50426766,Home in Lucan · ★5.0 · 3 bedrooms · 2.5 baths,27433059,Sorcha,K78,South Dublin,53.34316,-6.45623,Private room,50,1,5,2022-05-26,0.23,1,361,0,
5143,50430921,Home in Ashtown · 4 bedrooms · 4 beds · 4 baths,16805447,Linda,D07,Dublin City,53.36519,-6.31413,Entire home/apt,170,14,0,,,1,86,0,
5144,50436408,Home in Dublin · ★4.83 · 1 bedroom · 2 beds · 2 shared baths,91628915,Carmel,D15,Fingal,53.38677,-6.41133,Private room,60,2,12,2022-03-21,0.52,2,256,0,
5145,50464682,Condo in Dublin 4 · 2 bedrooms · 2 beds · 2.5 baths,22818669,Jaime,D04,Dublin City,53.33022,-6.21961,Entire home/apt,155,3,2,2021-12-13,0.09,2,0,0,
5146,50478615,Home in Dublin · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,118987296,Emma,D13,Fingal,53.39063,-6.08877,Entire home/apt,450,6,10,2023-04-16,0.44,1,20,6,
5147,50489856,Condo in Dublin 1 · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,22055340,Abbie,D01,Dublin City,53.35051,-6.26374,Private room,142,2,93,2023-05-29,4.1,2,56,66,
5148,50496643,Home in Balbriggan · 2 bedrooms · 2 beds · 2.5 baths,28208378,Mégane,K32,Fingal,53.61188,-6.20037,Entire home/apt,200,4,0,,,1,0,0,
5149,50497520,Rental unit in Phibsborough · 1 bedroom · 2 beds · 1 shared bath,366384011,Sandy,D01,Dublin City,53.359344,-6.262684,Private room,36,3,2,2021-08-14,0.09,7,0,0,
5150,50500808,Rental unit in Dublin · ★4.60 · 2 bedrooms · 2 beds · 2 baths,339816502,Cillian,D02,Dublin City,53.34308,-6.2371,Entire home/apt,510,2,5,2021-08-19,0.21,1,0,0,
5151,50513430,Dome in Dublin 18 · 1 bedroom · 1 bed · 1.5 baths,375029515,Jessie,D18,Dn Laoghaire-Rathdown,53.25417,-6.17265,Entire home/apt,140,2,1,2021-07-04,0.04,2,0,0,
5152,50536225,Home in Harold's Cross · ★4.43 · 1 bedroom · 1 bed · 1 bath,86040349,Goran,D06,Dublin City,53.32724,-6.27924,Entire home/apt,136,3,14,2023-05-18,0.62,1,45,5,
5153,50546396,Home in Portmarnock · ★4.60 · 3 bedrooms · 3 beds · 1.5 baths,218190958,Catriona,D13,Fingal,53.42078,-6.13459,Entire home/apt,165,6,5,2022-08-15,0.22,1,0,1,
5154,50567970,Home in Dublin 18 · ★5.0 · 4 bedrooms · 4 beds · 3.5 baths,375029515,Jessie,D18,Dn Laoghaire-Rathdown,53.25495,-6.17447,Entire home/apt,325,6,6,2022-01-08,0.26,2,1,0,
5155,50573341,Condo in Dublin · ★4.71 · 2 bedrooms · 3 beds · 2 baths,240490875,Juliana,D09,Fingal,53.40351,-6.25709,Entire home/apt,140,2,14,2021-12-20,0.66,1,0,0,
5156,50573501,Bed and breakfast in Dublin 9 · 5 bedrooms · 3 beds · 1 private bath,146618519,Desmond,D09,Dublin City,53.37302,-6.25254,Private room,80,1,0,,,4,0,0,
5157,50591726,Condo in Lusk · ★4.82 · 1 bedroom · 1 bed · 1 bath,77712707,Noeleen,K45,Fingal,53.52658,-6.16751,Entire home/apt,110,3,22,2023-04-12,0.94,1,213,11,
5158,50599864,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34811,-6.27512,Private room,1570,3,0,,,66,364,0,
5159,50599889,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34827,-6.27522,Private room,1570,3,0,,,66,364,0,
5160,50599943,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34835,-6.274,Private room,1570,3,1,2021-08-20,0.05,66,364,0,
5161,50599976,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34628,-6.2734,Private room,1570,3,1,2021-08-08,0.04,66,364,0,
5162,50600001,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34788,-6.27335,Private room,1570,3,2,2021-08-14,0.09,66,364,0,
5163,50600020,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.3472,-6.27557,Private room,1570,3,1,2021-08-22,0.05,66,364,0,
5164,50600056,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34834,-6.27339,Private room,1570,3,0,,,66,364,0,
5165,50600084,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34658,-6.27542,Private room,1570,3,0,,,66,364,0,
5166,50600394,Rental unit in Dublin · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34851,-6.27573,Private room,1570,3,0,,,66,364,0,
5167,50600431,Rental unit in Dublin · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34765,-6.2734,Private room,1570,3,0,,,66,364,0,
5168,50600465,Rental unit in Dublin · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34659,-6.2756,Private room,1570,3,0,,,66,364,0,
5169,50600503,Rental unit in Dublin · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34838,-6.27428,Private room,1570,3,0,,,66,364,0,
5170,50600551,Rental unit in Dublin · 1 bedroom · 1 bed · 1 private bath,129230780,STK Homes,D07,Dublin City,53.34671,-6.2737,Private room,1570,3,1,2021-07-28,0.04,66,364,0,
5171,50652160,Home in Howth · 3 bedrooms · 1.5 baths,45388312,Andrew,D13,Fingal,53.39048,-6.08263,Entire home/apt,324,7,2,2022-08-08,0.18,1,199,2,
5172,50689589,Home in East Wall · ★5.0 · 3 bedrooms · 2 beds · 1.5 baths,12533082,Sinead,D03,Dublin City,53.35325,-6.23666,Entire home/apt,220,5,7,2023-05-16,0.3,1,0,5,
5173,50693132,Rental unit in Phibsborough · 1 bedroom · 2 beds · 1 shared bath,366384011,Sandy,D01,Dublin City,53.359344,-6.262684,Private room,35,4,2,2021-07-29,0.09,7,0,0,
5174,50695165,Bed and breakfast in Dublin 9 · 1 bedroom · 1 bed · 1 private bath,146618519,Desmond,D09,Dublin City,53.37326,-6.25143,Private room,80,1,0,,,4,0,0,
5175,50695697,Bed and breakfast in Dublin 9 · 1 bedroom · 1 bed · 1 private bath,146618519,Desmond,D09,Dublin City,53.37507,-6.25282,Private room,80,1,0,,,4,0,0,
5176,50695920,Bed and breakfast in Dublin 9 · 1 bedroom · 2 beds · 1 private bath,146618519,Desmond,D09,Dublin City,53.37293,-6.25147,Private room,80,1,0,,,4,0,0,
5177,50714698,Rental unit in Phibsborough · ★4.0 · 1 bedroom · 1 bed · 1.5 baths,366384011,Sandy,D01,Dublin City,53.36043,-6.26229,Private room,35,4,3,2021-08-20,0.13,7,0,0,
5178,50729135,Condo in Chapelizod · ★5.0 · 1 bedroom · 1 bed · 1 bath,66234163,Cathal,D20,Dublin City,53.34606,-6.33873,Entire home/apt,129,4,3,2022-08-15,0.27,1,0,3,
5179,50742243,Home in County Dublin · ★4.98 · 1 bedroom · 1 bed · 1 private bath,132846005,Solveiga,D24,South Dublin,53.26825,-6.335393,Private room,99,1,121,2023-05-29,5.34,1,5,58,
5180,50750733,Rental unit in Phibsborough · 1 bedroom · 1 bed · 1 shared bath,366384011,Sandy,D01,Dublin City,53.359344,-6.262684,Private room,32,3,0,,,7,0,0,
5181,50781623,Home in Dublin · 1 bedroom · 1 bed · 1 shared bath,286246928,Jackey,D15,Dublin City,53.37729,-6.31991,Private room,28,28,1,2021-08-31,0.05,2,0,0,
5182,50782259,Condo in Dublin 6 · 2 bedrooms · 1 bath,410021879,Brian,D04,Dublin City,53.34353,-6.22704,Entire home/apt,95,7,1,2021-08-10,0.04,1,0,0,
5183,50793462,Rental unit in Dublin · ★4.80 · 1 bedroom · 1 bed · 1 bath,46647780,Elaine,D01,Dublin City,53.35894,-6.25306,Entire home/apt,100,60,15,2022-12-18,0.66,13,56,7,
5184,50802543,Home in Dublin · ★4.24 · 1 bedroom · 1 bed · 1.5 baths,410609551,Karam,D15,Fingal,53.39361,-6.4451,Private room,56,2,29,2023-05-21,2.37,4,14,28,
5185,50827941,Home in Dublin 13 · ★4.81 · 3 bedrooms · 3 beds · 2 baths,141556493,Ciaran,D13,Fingal,53.39448,-6.12471,Entire home/apt,223,2,108,2023-06-04,4.77,1,242,71,
5186,50835431,Townhouse in Dublin 6 · 2 bedrooms · 2 beds · 1 bath,12718816,Pearse,D06,Dublin City,53.323396364738,-6.278781765333859,Entire home/apt,210,18,0,,,1,161,0,
5187,50841608,Serviced apartment in Dublin · ★4.0 · 1 bedroom · 2 beds · 1 bath,234243,Johnny,D02,Dublin City,53.34404,-6.23513,Entire home/apt,145,3,5,2023-04-10,0.53,38,0,5,
5188,50846796,Condo in Dublin 17 · 1 bedroom · 1 bed · 1 shared bath,28769977,Miguel,D09,Dublin City,53.39768,-6.22714,Private room,80,1,0,,,1,0,0,
5189,50847070,Home in Dublin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,7816149,Hugo,A96,Dn Laoghaire-Rathdown,53.29093,-6.1441,Entire home/apt,295,7,15,2022-09-10,0.65,1,56,8,
